team1_recent_wins,team1_recent_losses,team1_recent_win_pct,team1_recent_avg_margin,team1_recent_matches,team2_recent_wins,team2_recent_losses,team2_recent_win_pct,team2_recent_avg_margin,team2_recent_matches,form_win_pct_diff,team1_season_matches_played,team1_season_wins,team1_season_losses,team1_season_points,team1_season_win_pct,team2_season_matches_played,team2_season_wins,team2_season_losses,team2_season_points,team2_season_win_pct,points_diff,h2h_matches,h2h_win_pct_team1,h2h_win_pct_team2,venue_avg_first_innings_runs,team1_venue_win_pct,team2_venue_win_pct,venue_win_pct_diff,toss_winner_is_team1,toss_decision_bat,team1_top_batter_form_avg,team1_top_bowler_form_avg,team2_top_batter_form_avg,team2_top_bowler_form_avg,match_number_in_season,team1_won,winner,match_id,date,team1,team2
2,3,0.4,36.0,5,2,3,0.4,46.0,5,0.0,16,8,8,16,0.5,17,12,5,24,0.7059,-8,8,0.5,0.5,163.28571428571428,0.6471,0.5,0.1471,1,1,112.24,180.4,94.47,165.49,33,0,Kolkata Knight Riders,548328,2012-04-18,Punjab Kings,Kolkata Knight Riders
2,3,0.4,62.0,5,3,2,0.6,40.0,5,-0.19999999999999996,18,10,8,20,0.5556,16,4,12,8,0.25,12,3,0.6667,0.3333,166.02083333333334,0.6667,0.0,0.6667,0,0,118.65,104.11,104.99,135.6,34,1,Chennai Super Kings,548330,2012-04-19,Chennai Super Kings,Pune Warriors
3,2,0.6,76.67,5,2,3,0.4,71.0,5,0.19999999999999996,18,11,7,22,0.6111,15,4,11,8,0.2667,14,9,0.5556,0.4444,161.63333333333333,0.4286,0.6667,-0.23809999999999998,0,1,115.72,179.8,106.22,144.06,33,1,Delhi Capitals,548321,2012-04-19,Delhi Capitals,Deccan Chargers
2,3,0.4,36.0,5,2,3,0.4,40.0,5,0.0,16,8,8,16,0.5,15,8,7,16,0.5333,0,8,0.5,0.5,163.28571428571428,0.6111,0.5,0.11109999999999998,0,0,111.76,165.87,98.49,106.58,31,0,Royal Challengers Bengaluru,548331,2012-04-20,Punjab Kings,Royal Challengers Bengaluru
3,2,0.6,45.67,5,3,2,0.6,43.67,5,0.0,18,10,8,20,0.5556,16,7,9,14,0.4375,6,9,0.5556,0.4444,166.02083333333334,0.68,0.3333,0.34670000000000006,0,1,110.77,104.11,89.12,120.21,34,1,Chennai Super Kings,548332,2012-04-21,Chennai Super Kings,Rajasthan Royals
4,1,0.8,70.0,5,2,3,0.4,46.0,5,0.4,18,11,7,22,0.6111,16,4,12,8,0.25,14,2,0.5,0.0,161.63333333333333,0.4545,0.0,0.4545,1,0,113.01,171.51,100.55,120.26,34,0,Pune Warriors,548333,2012-04-21,Delhi Capitals,Pune Warriors
3,2,0.6,52.33,5,2,3,0.4,36.0,5,0.19999999999999996,17,10,7,20,0.5882,16,8,8,16,0.5,4,8,0.375,0.625,166.02739726027397,0.5333,0.3333,0.2,1,1,81.49,106.85,111.93,159.15,33,0,Punjab Kings,548334,2012-04-22,Mumbai Indians,Punjab Kings
1,4,0.2,82.0,5,3,2,0.6,57.33,5,-0.39999999999999997,15,4,11,8,0.2667,17,12,5,24,0.7059,-16,8,0.25,0.75,167.71428571428572,1.0,0.5,0.5,0,0,106.22,144.06,87.47,165.49,32,0,Kolkata Knight Riders,548335,2012-04-22,Deccan Chargers,Kolkata Knight Riders
2,3,0.4,54.5,5,2,3,0.4,55.0,5,0.0,16,7,9,14,0.4375,15,8,7,16,0.5333,-2,8,0.5,0.5,157.68085106382978,0.75,0.6667,0.08330000000000004,1,0,88.44,113.02,96.8,98.13,31,0,Royal Challengers Bengaluru,548336,2012-04-23,Rajasthan Royals,Royal Challengers Bengaluru
2,3,0.4,45.0,5,3,2,0.6,66.67,5,-0.19999999999999996,16,4,12,8,0.25,18,11,7,22,0.6111,-14,3,0.3333,0.3333,149.4375,1.0,0.5,0.5,1,1,105.99,127.92,116.31,179.42,34,0,Delhi Capitals,548337,2012-04-24,Pune Warriors,Delhi Capitals
3,2,0.6,44.0,5,2,3,0.4,38.5,5,0.19999999999999996,16,8,8,16,0.5,17,10,7,20,0.5882,-4,9,0.6667,0.3333,163.28571428571428,0.5789,0.0,0.5789,1,1,113.78,159.5,82.19,106.67,33,0,Mumbai Indians,548339,2012-04-25,Punjab Kings,Mumbai Indians
2,3,0.4,45.0,5,0,5,0.0,0.0,5,0.4,16,4,12,8,0.25,15,4,11,8,0.2667,0,2,0.5,0.5,149.4375,0.6667,0.5,0.16669999999999996,0,1,112.57,120.39,109.8,143.54,31,0,Deccan Chargers,548341,2012-04-26,Pune Warriors,Deccan Chargers
4,1,0.8,70.0,5,3,2,0.6,39.0,5,0.20000000000000007,18,11,7,22,0.6111,17,10,7,20,0.5882,2,9,0.4444,0.5556,161.63333333333333,0.4348,0.6667,-0.23189999999999994,0,0,119.13,171.84,91.17,98.87,35,1,Delhi Capitals,548342,2012-04-27,Delhi Capitals,Mumbai Indians
3,2,0.6,44.33,5,2,3,0.4,31.0,5,0.19999999999999996,18,10,8,20,0.5556,16,8,8,16,0.5,4,8,0.75,0.125,166.02083333333334,0.6923,0.0,0.6923,0,1,111.53,104.11,110.17,150.59,34,0,Punjab Kings,548343,2012-04-28,Chennai Super Kings,Punjab Kings
4,1,0.8,55.5,5,3,2,0.6,52.0,5,0.20000000000000007,17,12,5,24,0.7059,15,8,7,16,0.5333,8,9,0.4444,0.5556,160.1818181818182,0.5833,0.3333,0.25000000000000006,1,1,86.31,165.49,97.86,90.82,32,1,Kolkata Knight Riders,548344,2012-04-28,Kolkata Knight Riders,Royal Challengers Bengaluru
4,1,0.8,59.25,5,2,3,0.4,54.5,5,0.4,18,11,7,22,0.6111,16,7,9,14,0.4375,8,8,0.5,0.5,161.63333333333333,0.4583,0.0,0.4583,1,1,125.38,171.84,85.97,113.16,34,1,Delhi Capitals,548345,2012-04-29,Delhi Capitals,Rajasthan Royals
2,3,0.4,33.5,5,1,4,0.2,18.0,5,0.2,17,10,7,20,0.5882,15,4,11,8,0.2667,12,9,0.5556,0.4444,166.02739726027397,0.5,1.0,-0.5,1,0,92.62,98.72,107.79,143.22,32,1,Mumbai Indians,548346,2012-04-29,Mumbai Indians,Deccan Chargers
3,2,0.6,44.33,5,4,1,0.8,56.75,5,-0.20000000000000007,18,10,8,20,0.5556,17,12,5,24,0.7059,-4,7,0.7143,0.2857,166.02083333333334,0.6667,0.0,0.6667,1,1,99.87,119.14,100.81,165.49,35,0,Kolkata Knight Riders,548347,2012-04-30,Chennai Super Kings,Kolkata Knight Riders
1,4,0.2,18.0,5,1,4,0.2,20.0,5,0.0,15,4,11,8,0.2667,16,4,12,8,0.25,0,3,0.6667,0.3333,167.71428571428572,0.6667,0.5,0.16669999999999996,1,1,108.07,143.23,108.8,119.76,31,1,Deccan Chargers,548348,2012-05-01,Deccan Chargers,Pune Warriors
2,3,0.4,54.5,5,4,1,0.8,42.0,5,-0.4,16,7,9,14,0.4375,18,11,7,22,0.6111,-8,9,0.4444,0.5556,157.68085106382978,0.7143,0.0,0.7143,1,1,84.78,113.16,123.14,165.0,34,0,Delhi Capitals,548349,2012-05-01,Rajasthan Royals,Delhi Capitals
3,2,0.6,52.0,5,2,3,0.4,33.5,5,0.19999999999999996,15,8,7,16,0.5333,16,8,8,16,0.5,0,9,0.5556,0.4444,168.06153846153848,0.5,0.3333,0.16670000000000001,0,0,91.4,97.75,119.11,113.12,31,0,Punjab Kings,548350,2012-05-02,Royal Challengers Bengaluru,Punjab Kings
1,4,0.2,20.0,5,2,3,0.4,45.0,5,-0.2,16,4,12,8,0.25,17,10,7,20,0.5882,-12,3,0.3333,0.6667,149.4375,0.5,0.5,0.0,0,1,109.65,119.76,98.07,136.75,33,0,Mumbai Indians,548351,2012-05-03,Pune Warriors,Mumbai Indians
2,3,0.4,41.5,5,2,3,0.4,15.5,5,0.0,18,10,8,20,0.5556,15,4,11,8,0.2667,12,9,0.5556,0.4444,166.02083333333334,0.6429,0.6667,-0.023799999999999932,1,1,97.9,119.82,107.69,143.11,33,1,Chennai Super Kings,548352,2012-05-04,Chennai Super Kings,Deccan Chargers
4,1,0.8,56.75,5,1,4,0.2,20.0,5,0.6000000000000001,17,12,5,24,0.7059,16,4,12,8,0.25,16,1,1.0,0.0,160.1818181818182,0.6,0.5,0.09999999999999998,1,1,105.5,172.66,107.29,119.76,33,1,Kolkata Knight Riders,548353,2012-05-05,Kolkata Knight Riders,Pune Warriors
3,2,0.6,35.67,5,1,4,0.2,50.0,5,0.39999999999999997,16,8,8,16,0.5,16,7,9,14,0.4375,2,8,0.375,0.625,163.28571428571428,0.55,0.3333,0.21670000000000006,0,1,105.76,120.78,84.76,113.16,32,0,Rajasthan Royals,548354,2012-05-05,Punjab Kings,Rajasthan Royals
3,2,0.6,30.33,5,3,2,0.6,31.0,5,0.0,17,10,7,20,0.5882,18,10,8,20,0.5556,0,9,0.5556,0.4444,166.02739726027397,0.5294,0.5,0.02939999999999998,1,0,98.2,159.89,95.76,120.08,35,1,Mumbai Indians,548355,2012-05-06,Mumbai Indians,Chennai Super Kings
3,2,0.6,52.0,5,2,3,0.4,15.5,5,0.19999999999999996,15,8,7,16,0.5333,15,4,11,8,0.2667,8,9,0.4444,0.5556,168.06153846153848,0.48,0.5,-0.020000000000000018,1,0,94.2,98.67,107.69,143.11,30,1,Royal Challengers Bengaluru,548356,2012-05-06,Royal Challengers Bengaluru,Deccan Chargers
4,1,0.8,44.5,5,5,0,1.0,46.8,5,-0.19999999999999996,18,11,7,22,0.6111,17,12,5,24,0.7059,-2,7,0.5714,0.4286,161.63333333333333,0.48,0.5,-0.020000000000000018,1,1,132.14,157.14,108.83,165.0,35,0,Kolkata Knight Riders,548357,2012-05-07,Delhi Capitals,Kolkata Knight Riders
2,3,0.4,15.5,5,3,2,0.6,35.67,5,-0.19999999999999996,15,4,11,8,0.2667,16,8,8,16,0.5,-8,8,0.375,0.625,156.14285714285714,0.0714,1.0,-0.9286,1,0,111.59,158.56,109.04,128.04,31,0,Punjab Kings,548359,2012-05-08,Deccan Chargers,Punjab Kings
0,5,0.0,0.0,5,1,4,0.2,43.0,5,-0.2,16,4,12,8,0.25,16,7,9,14,0.4375,-6,1,0.0,1.0,149.4375,0.4,0.5,-0.09999999999999998,1,1,104.08,75.04,97.37,120.64,32,0,Rajasthan Royals,548358,2012-05-08,Pune Warriors,Rajasthan Royals
4,1,0.8,27.75,5,3,2,0.6,48.67,5,0.20000000000000007,17,10,7,20,0.5882,15,8,7,16,0.5333,4,9,0.5556,0.4444,166.02739726027397,0.5556,0.5,0.05559999999999998,0,0,97.86,182.85,91.73,142.66,32,0,Royal Challengers Bengaluru,548360,2012-05-09,Mumbai Indians,Royal Challengers Bengaluru
2,3,0.4,56.5,5,2,3,0.4,40.0,5,0.0,16,7,9,14,0.4375,18,10,8,20,0.5556,-6,10,0.4,0.6,157.68085106382978,0.6818,0.5,0.18179999999999996,0,0,101.2,120.76,96.73,127.56,34,0,Chennai Super Kings,548361,2012-05-10,Rajasthan Royals,Chennai Super Kings
1,4,0.2,13.0,5,4,1,0.8,44.5,5,-0.6000000000000001,15,4,11,8,0.2667,18,11,7,22,0.6111,-14,10,0.4,0.6,156.14285714285714,0.0667,1.0,-0.9333,1,1,111.73,165.37,133.49,118.48,33,0,Delhi Capitals,548329,2012-05-10,Deccan Chargers,Delhi Capitals
0,5,0.0,0.0,5,3,2,0.6,62.0,5,-0.6,16,4,12,8,0.25,15,8,7,16,0.5333,-8,2,0.0,1.0,149.4375,0.3333,0.5,-0.16670000000000001,1,0,103.27,75.1,95.07,135.66,31,0,Royal Challengers Bengaluru,548362,2012-05-11,Pune Warriors,Royal Challengers Bengaluru
5,0,1.0,42.8,5,3,2,0.6,23.67,5,0.4,17,12,5,24,0.7059,17,10,7,20,0.5882,4,8,0.125,0.875,160.1818181818182,0.6154,0.6667,-0.05130000000000001,0,1,110.61,165.0,98.14,175.49,34,0,Mumbai Indians,548363,2012-05-12,Kolkata Knight Riders,Mumbai Indians
2,3,0.4,25.0,5,4,1,0.8,47.0,5,-0.4,18,10,8,20,0.5556,18,11,7,22,0.6111,-2,8,0.5,0.5,166.02083333333334,0.6552,0.6667,-0.011499999999999955,1,0,96.86,135.92,139.08,110.57,36,1,Chennai Super Kings,548364,2012-05-12,Chennai Super Kings,Delhi Capitals
2,3,0.4,56.5,5,0,5,0.0,0.0,5,0.4,16,7,9,14,0.4375,16,4,12,8,0.25,6,2,1.0,0.0,157.68085106382978,0.6522,0.0,0.6522,1,1,106.54,128.64,102.25,82.49,32,1,Rajasthan Royals,548365,2012-05-13,Rajasthan Royals,Pune Warriors
3,2,0.6,24.0,5,1,4,0.2,13.0,5,0.39999999999999997,16,8,8,16,0.5,15,4,11,8,0.2667,8,9,0.6667,0.3333,163.28571428571428,0.5238,0.0,0.5238,0,1,107.55,135.28,120.65,157.92,31,1,Punjab Kings,548366,2012-05-13,Punjab Kings,Deccan Chargers
3,2,0.6,58.33,5,4,1,0.8,24.5,5,-0.20000000000000007,15,8,7,16,0.5333,17,10,7,20,0.5882,-4,10,0.5,0.5,168.06153846153848,0.5,1.0,-0.5,0,0,100.87,135.91,113.58,167.79,32,0,Mumbai Indians,548367,2012-05-14,Royal Challengers Bengaluru,Mumbai Indians
4,1,0.8,41.0,5,3,2,0.6,46.67,5,0.20000000000000007,17,12,5,24,0.7059,18,10,8,20,0.5556,4,8,0.375,0.625,160.1818181818182,0.5926,0.6667,-0.07409999999999994,0,0,92.01,165.0,99.3,98.13,35,0,Chennai Super Kings,548368,2012-05-14,Kolkata Knight Riders,Chennai Super Kings
3,2,0.6,50.33,5,4,1,0.8,28.0,5,-0.20000000000000007,18,11,7,22,0.6111,16,8,8,16,0.5,6,8,0.375,0.625,161.63333333333333,0.4615,0.6667,-0.20519999999999994,0,1,137.4,118.17,101.63,127.49,34,1,Delhi Capitals,548369,2012-05-15,Delhi Capitals,Punjab Kings
4,1,0.8,24.5,5,3,2,0.6,39.0,5,0.20000000000000007,17,10,7,20,0.5882,17,12,5,24,0.7059,-4,9,0.8889,0.1111,166.02739726027397,0.5263,0.0,0.5263,1,0,120.84,159.34,105.46,165.0,34,0,Kolkata Knight Riders,548370,2012-05-16,Mumbai Indians,Kolkata Knight Riders
3,2,0.6,66.67,5,3,2,0.6,58.33,5,0.0,18,11,7,22,0.6111,15,8,7,16,0.5333,6,8,0.625,0.375,161.63333333333333,0.4815,0.3333,0.1482,1,0,136.39,118.17,113.77,135.86,33,0,Royal Challengers Bengaluru,548372,2012-05-17,Delhi Capitals,Royal Challengers Bengaluru
3,2,0.6,35.0,5,4,1,0.8,47.5,5,-0.20000000000000007,16,8,8,16,0.5,18,10,8,20,0.5556,-4,9,0.2222,0.6667,175.66666666666666,0.4,1.0,-0.6,1,0,102.45,112.18,99.98,106.18,34,1,Punjab Kings,548371,2012-05-17,Punjab Kings,Chennai Super Kings
0,5,0.0,0.0,5,3,2,0.6,52.67,5,-0.6,15,4,11,8,0.2667,16,7,9,14,0.4375,-6,8,0.125,0.875,156.14285714285714,0.0625,1.0,-0.9375,0,1,117.91,142.55,113.67,113.47,31,1,Deccan Chargers,548373,2012-05-18,Deccan Chargers,Rajasthan Royals
3,2,0.6,41.67,5,2,3,0.4,70.0,5,0.19999999999999996,16,8,8,16,0.5,18,11,7,22,0.6111,-6,9,0.5556,0.4444,175.66666666666666,0.5,0.0,0.5,0,0,102.45,88.31,137.92,111.04,34,0,Delhi Capitals,548374,2012-05-19,Punjab Kings,Delhi Capitals
0,5,0.0,0.0,5,3,2,0.6,33.0,5,-0.6,16,4,12,8,0.25,17,12,5,24,0.7059,-16,2,0.0,1.0,149.4375,0.2857,0.5,-0.2143,0,1,97.83,58.76,106.05,165.0,33,0,Kolkata Knight Riders,548375,2012-05-19,Pune Warriors,Kolkata Knight Riders
3,2,0.6,52.67,5,3,2,0.6,32.33,5,0.0,16,7,9,14,0.4375,17,10,7,20,0.5882,-6,8,0.5,0.5,157.68085106382978,0.6667,0.3333,0.3334,1,1,115.16,128.8,112.75,151.79,33,0,Mumbai Indians,548377,2012-05-20,Rajasthan Royals,Mumbai Indians
1,4,0.2,50.0,5,4,1,0.8,49.0,5,-0.6000000000000001,15,4,11,8,0.2667,15,8,7,16,0.5333,-8,10,0.5,0.5,156.14285714285714,0.1176,0.5,-0.3824,0,0,135.65,142.55,133.36,150.29,30,1,Deccan Chargers,548376,2012-05-20,Deccan Chargers,Royal Challengers Bengaluru
3,2,0.6,66.67,5,3,2,0.6,42.0,5,0.0,18,11,7,22,0.6111,17,12,5,24,0.7059,-2,8,0.5,0.5,149.4375,1.0,1.0,0.0,0,1,142.41,126.58,104.85,165.0,35,0,Kolkata Knight Riders,548378,2012-05-22,Delhi Capitals,Kolkata Knight Riders
3,2,0.6,60.0,5,3,2,0.6,59.0,5,0.0,18,10,8,20,0.5556,17,10,7,20,0.5882,0,10,0.4,0.6,168.06153846153848,0.3333,1.0,-0.6667000000000001,0,0,95.45,113.57,116.2,136.54,35,1,Chennai Super Kings,548379,2012-05-23,Chennai Super Kings,Mumbai Indians
2,3,0.4,55.0,5,4,1,0.8,54.5,5,-0.4,18,11,7,22,0.6111,18,10,8,20,0.5556,2,9,0.4444,0.5556,166.02083333333334,0.5,0.6667,-0.16669999999999996,1,0,141.92,142.38,107.74,129.11,36,0,Chennai Super Kings,548380,2012-05-25,Delhi Capitals,Chennai Super Kings
3,2,0.6,28.0,5,4,1,0.8,66.0,5,-0.20000000000000007,17,12,5,24,0.7059,18,10,8,20,0.5556,4,9,0.3333,0.6667,166.02083333333334,0.25,0.6774,-0.4274,0,1,103.3,165.0,105.39,136.52,35,1,Kolkata Knight Riders,548381,2012-05-27,Kolkata Knight Riders,Chennai Super Kings
4,1,0.8,33.5,5,2,3,0.4,55.0,5,0.4,16,6,10,12,0.375,16,3,13,6,0.1875,6,9,0.5556,0.4444,160.1818181818182,0.5714,0.3333,0.23810000000000003,1,0,93.17,165.0,139.67,142.38,32,1,Kolkata Knight Riders,597998,2013-04-03,Kolkata Knight Riders,Delhi Capitals
3,2,0.6,48.67,5,3,2,0.6,59.0,5,0.0,16,8,8,16,0.5,19,13,6,26,0.6842,-10,11,0.4545,0.5455,168.06153846153848,0.4815,0.8,-0.31850000000000006,0,0,132.13,165.39,116.85,121.12,35,1,Royal Challengers Bengaluru,597999,2013-04-04,Royal Challengers Bengaluru,Mumbai Indians
0,0,0.5,0.0,0,0,5,0.0,0.0,5,0.5,17,9,8,18,0.5294,16,4,12,8,0.25,10,0,0.5,0.5,156.14285714285714,0.5,1.0,-0.5,0,0,0.0,0.0,91.39,66.45,33,1,Sunrisers Hyderabad,598000,2013-04-05,Sunrisers Hyderabad,Pune Warriors
1,4,0.2,60.0,5,2,3,0.4,57.5,5,-0.2,16,3,13,6,0.1875,18,11,7,22,0.6111,-16,10,0.6,0.4,161.63333333333333,0.4643,0.0,0.4643,0,1,135.63,150.32,127.0,128.67,34,0,Rajasthan Royals,598001,2013-04-06,Delhi Capitals,Rajasthan Royals
3,2,0.6,58.0,5,2,3,0.4,75.0,5,0.19999999999999996,18,12,6,24,0.6667,19,13,6,26,0.6842,-2,11,0.4545,0.5455,166.02083333333334,0.6562,0.25,0.4062,0,1,111.42,151.03,112.12,129.27,37,0,Mumbai Indians,598002,2013-04-06,Chennai Super Kings,Mumbai Indians
0,5,0.0,0.0,5,3,2,0.6,41.67,5,-0.6,16,4,12,8,0.25,16,8,8,16,0.5,-8,4,0.75,0.25,149.4375,0.25,0.0,0.25,1,1,94.57,59.35,99.99,66.58,32,0,Punjab Kings,598003,2013-04-07,Pune Warriors,Punjab Kings
2,3,0.4,25.0,5,5,0,1.0,38.8,5,-0.6,18,11,7,22,0.6111,16,6,10,12,0.375,10,10,0.4,0.5,157.68085106382978,0.64,0.3333,0.30670000000000003,0,0,129.68,98.41,88.24,149.66,34,1,Rajasthan Royals,598005,2013-04-08,Rajasthan Royals,Kolkata Knight Riders
2,3,0.4,11.5,5,1,1,0.5,22.0,2,-0.09999999999999998,16,8,8,16,0.5,17,9,8,18,0.5294,-2,1,0.0,0.0,168.06153846153848,0.5,0.5,0.0,0,1,142.37,201.72,114.4,135.66,33,1,Royal Challengers Bengaluru,598048,2013-04-09,Royal Challengers Bengaluru,Sunrisers Hyderabad
2,3,0.4,54.5,5,1,4,0.2,60.0,5,0.2,19,13,6,26,0.6842,16,3,13,6,0.1875,20,10,0.5,0.5,166.02739726027397,0.5,0.3333,0.16670000000000001,1,1,104.92,128.71,135.49,188.62,35,1,Mumbai Indians,598006,2013-04-09,Mumbai Indians,Delhi Capitals
3,2,0.6,60.0,5,2,3,0.4,62.0,5,0.19999999999999996,16,8,8,16,0.5,18,12,6,24,0.6667,-8,10,0.3,0.6,163.28571428571428,0.5455,0.5,0.045499999999999985,0,0,101.26,73.78,114.29,143.62,34,0,Chennai Super Kings,598007,2013-04-10,Punjab Kings,Chennai Super Kings
3,2,0.6,31.0,5,4,1,0.8,40.5,5,-0.20000000000000007,16,8,8,16,0.5,16,6,10,12,0.375,4,10,0.5,0.5,168.06153846153848,0.5172,0.5,0.017199999999999993,1,0,149.39,209.07,94.59,142.56,32,1,Royal Challengers Bengaluru,598008,2013-04-11,Royal Challengers Bengaluru,Kolkata Knight Riders
0,5,0.0,0.0,5,3,2,0.6,23.0,5,-0.6,16,4,12,8,0.25,18,11,7,22,0.6111,-14,3,0.0,1.0,149.4375,0.2222,1.0,-0.7778,0,1,91.16,66.58,123.29,113.52,34,1,Pune Warriors,598009,2013-04-11,Pune Warriors,Rajasthan Royals
0,5,0.0,0.0,5,1,2,0.3333,22.0,3,-0.3333,16,3,13,6,0.1875,17,9,8,18,0.5294,-12,0,0.5,0.5,161.63333333333333,0.4483,0.5,-0.051700000000000024,1,1,128.75,97.56,118.91,174.45,33,0,Sunrisers Hyderabad,598010,2013-04-12,Delhi Capitals,Sunrisers Hyderabad
3,2,0.6,74.67,5,3,2,0.6,50.67,5,0.0,18,12,6,24,0.6667,16,8,8,16,0.5,8,12,0.5833,0.4167,166.02083333333334,0.6364,0.3333,0.3031,1,0,114.29,151.03,157.1,208.95,34,1,Chennai Super Kings,598012,2013-04-13,Chennai Super Kings,Royal Challengers Bengaluru
3,2,0.6,51.0,5,1,4,0.2,70.0,5,0.39999999999999997,19,13,6,26,0.6842,16,4,12,8,0.25,18,4,0.75,0.25,166.02739726027397,0.5238,0.5,0.023800000000000043,1,1,109.33,113.77,92.83,105.16,35,1,Mumbai Indians,598011,2013-04-13,Mumbai Indians,Pune Warriors
3,2,0.6,42.67,5,2,2,0.5,26.0,4,0.09999999999999998,16,6,10,12,0.375,17,9,8,18,0.5294,-6,0,0.5,0.5,160.1818181818182,0.5862,0.5,0.08620000000000005,1,1,95.37,119.64,101.47,158.96,33,1,Kolkata Knight Riders,598013,2013-04-14,Kolkata Knight Riders,Sunrisers Hyderabad
2,3,0.4,12.0,5,2,3,0.4,70.0,5,0.0,18,11,7,22,0.6111,16,8,8,16,0.5,6,9,0.6667,0.3333,157.68085106382978,0.6538,0.0,0.6538,1,0,127.78,113.49,100.86,74.89,34,1,Rajasthan Royals,598014,2013-04-14,Rajasthan Royals,Punjab Kings
3,2,0.6,75.33,5,1,4,0.2,70.0,5,0.39999999999999997,18,12,6,24,0.6667,16,4,12,8,0.25,16,4,0.75,0.25,166.02083333333334,0.6471,0.0,0.6471,0,1,114.88,151.03,91.02,98.11,34,0,Pune Warriors,598015,2013-04-15,Chennai Super Kings,Pune Warriors
2,3,0.4,70.0,5,3,2,0.6,52.67,5,-0.19999999999999996,16,8,8,16,0.5,16,6,10,12,0.375,4,9,0.4444,0.5556,163.28571428571428,0.5217,0.6667,-0.1449999999999999,0,0,93.03,67.18,97.88,135.23,32,1,Punjab Kings,598016,2013-04-16,Punjab Kings,Kolkata Knight Riders
2,3,0.4,47.0,5,2,3,0.4,26.0,5,0.0,16,4,12,8,0.25,17,9,8,18,0.5294,-10,1,0.0,1.0,166.4090909090909,0.5,0.5,0.0,1,0,88.39,105.84,80.71,159.6,33,0,Sunrisers Hyderabad,598018,2013-04-17,Pune Warriors,Sunrisers Hyderabad
3,2,0.6,28.0,5,3,2,0.6,31.33,5,0.0,18,11,7,22,0.6111,19,13,6,26,0.6842,-4,9,0.4444,0.5556,157.68085106382978,0.6667,0.5,0.16669999999999996,1,1,110.89,129.1,114.68,98.49,37,1,Rajasthan Royals,598019,2013-04-17,Rajasthan Royals,Mumbai Indians
0,5,0.0,0.0,5,2,3,0.4,70.0,5,-0.4,16,3,13,6,0.1875,18,12,6,24,0.6667,-18,10,0.4,0.6,161.63333333333333,0.4333,0.6667,-0.23339999999999994,0,1,120.9,119.76,111.19,143.59,34,0,Chennai Super Kings,598020,2013-04-18,Delhi Capitals,Chennai Super Kings
2,3,0.4,20.5,5,2,3,0.4,42.0,5,0.0,17,9,8,18,0.5294,16,8,8,16,0.5,2,0,0.5,0.5,156.14285714285714,0.5,1.0,-0.5,0,1,80.24,174.77,93.03,59.79,33,1,Sunrisers Hyderabad,598021,2013-04-19,Sunrisers Hyderabad,Punjab Kings
2,3,0.4,54.0,5,3,2,0.6,75.33,5,-0.19999999999999996,16,6,10,12,0.375,18,12,6,24,0.6667,-12,10,0.4,0.6,160.1818181818182,0.6,0.75,-0.15000000000000002,1,1,96.69,142.65,112.0,136.31,34,0,Chennai Super Kings,598022,2013-04-20,Kolkata Knight Riders,Chennai Super Kings
2,3,0.4,75.0,5,4,1,0.8,42.75,5,-0.4,16,8,8,16,0.5,18,11,7,22,0.6111,-6,9,0.5556,0.4444,168.06153846153848,0.5161,0.6667,-0.15059999999999996,1,0,141.81,209.2,109.67,129.39,34,1,Royal Challengers Bengaluru,598023,2013-04-20,Royal Challengers Bengaluru,Rajasthan Royals
0,5,0.0,0.0,5,3,2,0.6,31.33,5,-0.6,16,3,13,6,0.1875,19,13,6,26,0.6842,-20,11,0.4545,0.5455,161.63333333333333,0.4194,0.5,-0.0806,0,1,112.97,104.45,107.3,90.61,35,1,Delhi Capitals,598024,2013-04-21,Delhi Capitals,Mumbai Indians
2,3,0.4,42.0,5,2,3,0.4,47.0,5,0.0,16,8,8,16,0.5,16,4,12,8,0.25,8,5,0.4,0.6,163.28571428571428,0.5417,0.5,0.04169999999999996,1,0,93.03,52.67,91.07,128.92,32,1,Punjab Kings,598025,2013-04-21,Punjab Kings,Pune Warriors
4,1,0.8,66.5,5,3,2,0.6,55.33,5,0.20000000000000007,18,12,6,24,0.6667,18,11,7,22,0.6111,2,11,0.6364,0.3636,166.02083333333334,0.6286,0.25,0.37860000000000005,0,1,111.77,136.1,109.77,129.37,36,1,Chennai Super Kings,598026,2013-04-22,Chennai Super Kings,Rajasthan Royals
1,4,0.2,90.0,5,2,3,0.4,37.0,5,-0.2,16,3,13,6,0.1875,16,8,8,16,0.5,-10,10,0.5,0.5,161.63333333333333,0.4375,0.5,-0.0625,0,0,117.18,119.73,91.72,45.17,32,0,Punjab Kings,598059,2013-04-23,Delhi Capitals,Punjab Kings
3,2,0.6,73.33,5,2,3,0.4,47.0,5,0.19999999999999996,16,8,8,16,0.5,16,4,12,8,0.25,8,3,1.0,0.0,168.06153846153848,0.5312,0.0,0.5312,0,0,144.11,209.55,93.0,121.17,32,1,Royal Challengers Bengaluru,598027,2013-04-23,Royal Challengers Bengaluru,Pune Warriors
1,4,0.2,48.0,5,3,2,0.6,31.33,5,-0.39999999999999997,16,6,10,12,0.375,19,13,6,26,0.6842,-14,10,0.2,0.8,160.1818181818182,0.5806,0.75,-0.1694,1,1,93.85,158.31,118.52,75.35,35,0,Mumbai Indians,598029,2013-04-24,Kolkata Knight Riders,Mumbai Indians
