team1_recent_wins,team1_recent_losses,team1_recent_win_pct,team1_recent_avg_margin,team1_recent_matches,team2_recent_wins,team2_recent_losses,team2_recent_win_pct,team2_recent_avg_margin,team2_recent_matches,form_win_pct_diff,team1_season_matches_played,team1_season_wins,team1_season_losses,team1_season_points,team1_season_win_pct,team2_season_matches_played,team2_season_wins,team2_season_losses,team2_season_points,team2_season_win_pct,points_diff,h2h_matches,h2h_win_pct_team1,h2h_win_pct_team2,venue_avg_first_innings_runs,team1_venue_win_pct,team2_venue_win_pct,venue_win_pct_diff,toss_winner_is_team1,toss_decision_bat,team1_top_batter_form_avg,team1_top_bowler_form_avg,team2_top_batter_form_avg,team2_top_bowler_form_avg,match_number_in_season,team1_won,winner,match_id,date,team1,team2
3,2,0.6,56.67,5,4,1,0.8,94.0,5,-0.20000000000000007,16,9,7,18,0.5625,16,9,7,18,0.5625,0,2,0.5,0.5,168.06153846153848,0.0,0.5,-0.5,0,0,126.39,118.61,161.94,111.28,32,0,Royal Challengers Bengaluru,981013,2016-05-24,Gujarat Lions,Royal Challengers Bengaluru
2,3,0.4,37.0,5,2,3,0.4,51.0,5,0.0,17,11,6,22,0.6471,15,8,7,16,0.5333,6,8,0.25,0.75,161.63333333333333,0.6667,0.6667,0.0,0,0,122.04,88.43,132.46,103.89,32,1,Sunrisers Hyderabad,981015,2016-05-25,Sunrisers Hyderabad,Kolkata Knight Riders
3,2,0.6,56.67,5,2,3,0.4,46.0,5,0.19999999999999996,16,9,7,18,0.5625,17,11,6,22,0.6471,-4,2,0.0,1.0,161.63333333333333,1.0,0.75,0.25,0,0,108.42,118.56,117.16,103.9,33,0,Sunrisers Hyderabad,981017,2016-05-27,Gujarat Lions,Sunrisers Hyderabad
5,0,1.0,83.2,5,3,2,0.6,44.0,5,0.4,16,9,7,18,0.5625,17,11,6,22,0.6471,-4,8,0.5,0.375,168.06153846153848,0.5091,0.25,0.2591,0,1,153.79,111.28,114.29,111.33,33,0,Sunrisers Hyderabad,981019,2016-05-29,Royal Challengers Bengaluru,Sunrisers Hyderabad
3,2,0.6,23.33,5,4,1,0.8,68.0,5,-0.20000000000000007,14,8,6,16,0.5714,13,3,10,6,0.2308,10,9,0.4444,0.4444,156.14285714285714,0.5652,0.2857,0.2795,0,0,114.77,104.11,160.66,111.28,27,1,Sunrisers Hyderabad,1082591,2017-04-05,Sunrisers Hyderabad,Royal Challengers Bengaluru
2,3,0.4,29.5,5,2,3,0.4,70.0,5,0.0,16,10,6,20,0.625,17,11,6,22,0.6471,-2,2,0.5,0.5,166.4090909090909,0.0,1.0,-1.0,1,0,130.42,97.92,114.47,180.58,33,1,Rising Pune Supergiant,1082592,2017-04-06,Rising Pune Supergiant,Mumbai Indians
2,3,0.4,60.0,5,2,3,0.4,51.0,5,0.0,14,4,10,8,0.2857,16,9,7,18,0.5625,-10,2,1.0,0.0,168.9,0.4,0.5,-0.09999999999999998,0,0,105.38,133.15,128.11,103.66,30,0,Kolkata Knight Riders,1082593,2017-04-07,Gujarat Lions,Kolkata Knight Riders
1,4,0.2,70.0,5,3,2,0.6,43.0,5,-0.39999999999999997,14,7,7,14,0.5,16,10,6,20,0.625,-6,2,0.5,0.5,160.33333333333334,1.0,0.5,0.5,1,0,84.64,119.1,141.97,105.08,30,1,Punjab Kings,1082594,2017-04-08,Punjab Kings,Rising Pune Supergiant
3,2,0.6,60.67,5,2,3,0.4,65.0,5,0.19999999999999996,13,3,10,6,0.2308,14,6,8,12,0.4286,-6,17,0.5294,0.3529,173.93333333333334,0.5,0.5,0.0,1,1,162.74,111.28,127.34,66.26,27,1,Royal Challengers Bengaluru,1082595,2017-04-08,Royal Challengers Bengaluru,Delhi Capitals
4,1,0.8,26.25,5,2,3,0.4,60.0,5,0.4,14,8,6,16,0.5714,14,4,10,8,0.2857,8,3,1.0,0.0,156.14285714285714,0.5833,0.0,0.5833,1,0,111.33,104.13,109.23,133.39,28,1,Sunrisers Hyderabad,1082596,2017-04-09,Sunrisers Hyderabad,Gujarat Lions
2,3,0.4,70.0,5,2,3,0.4,61.0,5,0.0,17,11,6,22,0.6471,16,9,7,18,0.5625,4,18,0.7222,0.2778,166.02739726027397,0.6444,0.1667,0.4777,1,0,107.9,180.58,132.69,88.38,33,1,Mumbai Indians,1082597,2017-04-09,Mumbai Indians,Kolkata Knight Riders
2,3,0.4,65.0,5,3,2,0.6,38.33,5,-0.19999999999999996,14,7,7,14,0.5,13,3,10,6,0.2308,8,18,0.5556,0.4444,160.33333333333334,1.0,0.5,0.5,0,1,87.95,111.68,162.87,119.28,27,1,Punjab Kings,1082598,2017-04-10,Punjab Kings,Royal Challengers Bengaluru
3,2,0.6,43.0,5,1,4,0.2,60.0,5,0.39999999999999997,16,10,6,20,0.625,14,6,8,12,0.4286,8,2,1.0,0.0,166.4090909090909,0.2,1.0,-0.8,1,0,136.85,105.16,134.2,74.11,30,0,Delhi Capitals,1082599,2017-04-11,Rising Pune Supergiant,Delhi Capitals
2,3,0.4,60.0,5,5,0,1.0,39.0,5,-0.6,17,11,6,22,0.6471,14,8,6,16,0.5714,6,8,0.5,0.5,166.02739726027397,0.6522,0.0,0.6522,1,0,103.25,187.97,121.17,111.86,31,1,Mumbai Indians,1082600,2017-04-12,Mumbai Indians,Sunrisers Hyderabad
2,3,0.4,61.0,5,2,3,0.4,70.0,5,0.0,16,9,7,18,0.5625,14,7,7,14,0.5,4,19,0.6842,0.3158,160.1818181818182,0.6471,0.25,0.3971,1,0,123.84,88.64,87.95,134.66,30,1,Kolkata Knight Riders,1082601,2017-04-13,Kolkata Knight Riders,Punjab Kings
1,4,0.2,60.0,5,3,2,0.6,43.0,5,-0.39999999999999997,14,4,10,8,0.2857,16,10,6,20,0.625,-12,2,1.0,0.0,168.9,0.3333,0.0,0.3333,1,0,108.18,125.97,131.4,103.76,30,1,Gujarat Lions,1082603,2017-04-14,Gujarat Lions,Rising Pune Supergiant
2,3,0.4,27.5,5,3,2,0.6,53.33,5,-0.19999999999999996,13,3,10,6,0.2308,17,11,6,22,0.6471,-16,19,0.4211,0.5789,168.06153846153848,0.5,0.75,-0.25,0,0,175.45,134.35,103.62,173.02,30,0,Mumbai Indians,1082602,2017-04-14,Royal Challengers Bengaluru,Mumbai Indians
3,2,0.6,67.33,5,4,1,0.8,43.25,5,-0.20000000000000007,16,9,7,18,0.5625,14,8,6,16,0.5714,2,9,0.6667,0.3333,160.1818181818182,0.6538,0.0,0.6538,0,0,130.87,81.21,124.51,126.83,30,1,Kolkata Knight Riders,1082604,2017-04-15,Kolkata Knight Riders,Sunrisers Hyderabad
2,3,0.4,78.5,5,2,3,0.4,70.0,5,0.0,14,6,8,12,0.4286,14,7,7,14,0.5,-2,18,0.4444,0.5556,161.63333333333333,0.3878,0.5,-0.11220000000000002,1,1,144.05,82.46,90.68,119.06,28,1,Delhi Capitals,1082605,2017-04-15,Delhi Capitals,Punjab Kings
1,4,0.2,15.0,5,2,3,0.4,55.0,5,-0.2,13,3,10,6,0.2308,16,10,6,20,0.625,-14,2,1.0,0.0,168.06153846153848,0.4912,0.0,0.4912,1,0,176.44,134.63,128.14,103.76,29,0,Rising Pune Supergiant,1082607,2017-04-16,Royal Challengers Bengaluru,Rising Pune Supergiant
3,2,0.6,40.0,5,1,4,0.2,70.0,5,0.39999999999999997,17,11,6,22,0.6471,14,4,10,8,0.2857,14,2,0.0,1.0,166.02739726027397,0.6596,1.0,-0.34040000000000004,1,0,97.04,173.22,115.81,133.0,31,1,Mumbai Indians,1082606,2017-04-16,Mumbai Indians,Gujarat Lions
3,2,0.6,44.33,5,2,3,0.4,70.0,5,0.19999999999999996,14,8,6,16,0.5714,14,7,7,14,0.5,2,8,0.75,0.25,156.14285714285714,0.6,0.5714,0.02859999999999996,0,0,121.73,149.63,85.9,126.33,28,1,Sunrisers Hyderabad,1082609,2017-04-17,Sunrisers Hyderabad,Punjab Kings
3,2,0.6,69.33,5,3,2,0.6,65.67,5,0.0,14,6,8,12,0.4286,16,9,7,18,0.5625,-6,17,0.4118,0.5882,161.63333333333333,0.4,0.5714,-0.1714,1,1,135.12,90.07,133.0,81.49,30,0,Kolkata Knight Riders,1082608,2017-04-17,Delhi Capitals,Kolkata Knight Riders
1,4,0.2,70.0,5,1,4,0.2,15.0,5,0.0,14,4,10,8,0.2857,13,3,10,6,0.2308,2,3,0.3333,0.6667,168.9,0.4286,0.0,0.4286,1,0,113.98,132.69,160.68,127.03,27,0,Royal Challengers Bengaluru,1082610,2017-04-18,Gujarat Lions,Royal Challengers Bengaluru
3,2,0.6,43.33,5,2,3,0.4,74.0,5,0.19999999999999996,14,8,6,16,0.5714,14,6,8,12,0.4286,4,8,0.625,0.375,156.14285714285714,0.6154,0.8,-0.1846000000000001,1,1,124.16,172.46,141.56,89.84,28,1,Sunrisers Hyderabad,1082611,2017-04-19,Sunrisers Hyderabad,Delhi Capitals
2,3,0.4,70.0,5,4,1,0.8,45.0,5,-0.4,14,7,7,14,0.5,17,11,6,22,0.6471,-8,18,0.5,0.5,160.33333333333334,1.0,0.5,0.5,0,0,82.96,141.31,93.56,173.05,31,0,Mumbai Indians,1082612,2017-04-20,Punjab Kings,Mumbai Indians
4,1,0.8,59.25,5,1,4,0.2,70.0,5,0.6000000000000001,16,9,7,18,0.5625,14,4,10,8,0.2857,10,3,0.3333,0.6667,160.1818181818182,0.6604,1.0,-0.3396,0,0,124.98,89.62,113.47,140.58,30,0,Gujarat Lions,1082613,2017-04-21,Kolkata Knight Riders,Gujarat Lions
5,0,1.0,52.0,5,2,3,0.4,74.0,5,0.6,17,11,6,22,0.6471,14,6,8,12,0.4286,10,18,0.5,0.5,166.02739726027397,0.6667,0.1667,0.5,0,0,93.56,149.86,138.78,89.71,31,1,Mumbai Indians,1082614,2017-04-22,Mumbai Indians,Delhi Capitals
2,3,0.4,48.5,5,3,2,0.6,36.67,5,-0.19999999999999996,16,10,6,20,0.625,14,8,6,16,0.5714,4,2,0.5,0.5,166.4090909090909,0.1667,1.0,-0.8333,1,0,125.98,103.76,125.65,172.56,30,1,Rising Pune Supergiant,1082615,2017-04-22,Rising Pune Supergiant,Sunrisers Hyderabad
2,3,0.4,55.0,5,1,4,0.2,80.0,5,0.2,14,4,10,8,0.2857,14,7,7,14,0.5,-6,2,0.5,0.5,168.9,0.375,1.0,-0.625,1,0,126.9,116.65,79.57,133.56,28,0,Punjab Kings,1082616,2017-04-23,Gujarat Lions,Punjab Kings
3,2,0.6,45.67,5,2,3,0.4,18.0,5,0.19999999999999996,16,9,7,18,0.5625,13,3,10,6,0.2308,12,18,0.5,0.5,160.1818181818182,0.6481,0.4286,0.21950000000000003,0,0,126.95,88.88,168.85,163.72,29,1,Kolkata Knight Riders,1082617,2017-04-23,Kolkata Knight Riders,Royal Challengers Bengaluru
5,0,1.0,46.8,5,2,3,0.4,43.5,5,0.6,17,11,6,22,0.6471,16,10,6,20,0.625,2,3,0.3333,0.6667,166.02739726027397,0.6735,1.0,-0.3265,1,0,92.77,134.94,125.83,103.76,33,0,Rising Pune Supergiant,1082618,2017-04-24,Mumbai Indians,Rising Pune Supergiant
3,2,0.6,30.0,5,4,1,0.8,54.75,5,-0.20000000000000007,16,10,6,20,0.625,16,9,7,18,0.5625,2,2,0.0,1.0,166.4090909090909,0.2857,1.0,-0.7142999999999999,0,0,128.48,103.76,113.42,88.88,32,0,Kolkata Knight Riders,1082620,2017-04-26,Rising Pune Supergiant,Kolkata Knight Riders
1,4,0.2,21.0,5,2,3,0.4,55.0,5,-0.2,13,3,10,6,0.2308,14,4,10,8,0.2857,-2,4,0.75,0.25,168.06153846153848,0.4828,0.0,0.4828,0,0,168.08,156.7,122.49,71.61,27,0,Gujarat Lions,1082621,2017-04-27,Royal Challengers Bengaluru,Gujarat Lions
4,1,0.8,52.25,5,2,3,0.4,74.0,5,0.4,16,9,7,18,0.5625,14,6,8,12,0.4286,6,18,0.6111,0.3889,160.1818181818182,0.6545,0.1667,0.4878,1,0,128.65,88.88,138.06,90.0,30,1,Kolkata Knight Riders,1082622,2017-04-28,Kolkata Knight Riders,Delhi Capitals
1,4,0.2,26.0,5,2,3,0.4,10.0,5,-0.2,14,7,7,14,0.5,14,8,6,16,0.5714,-2,9,0.2222,0.7778,164.0909090909091,0.2857,1.0,-0.7142999999999999,1,0,81.02,140.62,130.75,164.86,28,0,Sunrisers Hyderabad,1082623,2017-04-28,Punjab Kings,Sunrisers Hyderabad
3,2,0.6,30.0,5,1,4,0.2,21.0,5,0.39999999999999997,16,10,6,20,0.625,13,3,10,6,0.2308,14,3,0.3333,0.6667,166.4090909090909,0.25,1.0,-0.75,0,0,132.6,103.76,142.59,134.07,29,1,Rising Pune Supergiant,1082624,2017-04-29,Rising Pune Supergiant,Royal Challengers Bengaluru
3,2,0.6,15.33,5,4,1,0.8,65.5,5,-0.20000000000000007,14,8,6,16,0.5714,16,9,7,18,0.5625,-2,10,0.3,0.7,156.14285714285714,0.6296,0.8,-0.1704,0,0,141.15,157.16,140.65,89.0,30,1,Sunrisers Hyderabad,1082627,2017-04-30,Sunrisers Hyderabad,Kolkata Knight Riders
1,4,0.2,26.0,5,1,4,0.2,51.0,5,0.0,14,7,7,14,0.5,14,6,8,12,0.4286,2,19,0.5263,0.4737,164.0909090909091,0.25,0.0,0.25,1,0,87.68,132.67,148.3,82.44,28,1,Punjab Kings,1082626,2017-04-30,Punjab Kings,Delhi Capitals
3,2,0.6,51.33,5,1,4,0.2,21.0,5,0.39999999999999997,17,11,6,22,0.6471,13,3,10,6,0.2308,16,20,0.6,0.4,166.02739726027397,0.66,0.4286,0.23140000000000005,0,1,96.16,150.25,127.82,126.62,30,1,Mumbai Indians,1082628,2017-05-01,Mumbai Indians,Royal Challengers Bengaluru
4,1,0.8,37.75,5,2,3,0.4,55.0,5,0.4,16,10,6,20,0.625,14,4,10,8,0.2857,12,3,0.0,1.0,166.4090909090909,0.3333,1.0,-0.6667000000000001,1,0,128.12,103.76,123.38,86.67,30,1,Rising Pune Supergiant,1082629,2017-05-01,Rising Pune Supergiant,Gujarat Lions
0,5,0.0,0.0,5,4,1,0.8,23.5,5,-0.8,14,6,8,12,0.4286,14,8,6,16,0.5714,-4,9,0.3333,0.6667,161.63333333333333,0.3922,0.8,-0.40780000000000005,1,0,146.59,82.41,141.61,157.11,28,1,Delhi Capitals,1082630,2017-05-02,Delhi Capitals,Sunrisers Hyderabad
3,2,0.6,74.0,5,4,1,0.8,43.5,5,-0.20000000000000007,16,9,7,18,0.5625,16,10,6,20,0.625,-2,3,1.0,0.0,160.1818181818182,0.6607,0.0,0.6607,0,0,135.67,66.04,110.66,103.76,32,0,Rising Pune Supergiant,1082631,2017-05-03,Kolkata Knight Riders,Rising Pune Supergiant
1,4,0.2,60.0,5,2,3,0.4,55.0,5,-0.2,14,6,8,12,0.4286,14,4,10,8,0.2857,4,2,0.5,0.5,161.63333333333333,0.4038,0.5,-0.09620000000000001,1,0,135.97,90.11,125.39,86.61,28,1,Delhi Capitals,1082632,2017-05-04,Delhi Capitals,Gujarat Lions
1,4,0.2,21.0,5,2,3,0.4,63.0,5,-0.2,13,3,10,6,0.2308,14,7,7,14,0.5,-8,19,0.4211,0.5789,168.06153846153848,0.4746,0.4444,0.030200000000000005,1,0,123.98,126.59,87.68,141.05,27,0,Punjab Kings,1082633,2017-05-05,Royal Challengers Bengaluru,Punjab Kings
3,2,0.6,29.67,5,4,1,0.8,38.5,5,-0.20000000000000007,14,8,6,16,0.5714,16,10,6,20,0.625,-4,3,0.3333,0.6667,156.14285714285714,0.6429,1.0,-0.3571,1,0,142.4,164.41,100.25,156.97,30,0,Rising Pune Supergiant,1082634,2017-05-06,Sunrisers Hyderabad,Rising Pune Supergiant
2,3,0.4,65.0,5,3,2,0.6,48.0,5,-0.19999999999999996,14,6,8,12,0.4286,17,11,6,22,0.6471,-10,19,0.4737,0.5263,161.63333333333333,0.4151,0.25,0.16510000000000002,1,0,135.97,89.59,99.53,142.65,31,0,Mumbai Indians,1082635,2017-05-06,Delhi Capitals,Mumbai Indians
0,5,0.0,0.0,5,3,2,0.6,74.0,5,-0.6,13,3,10,6,0.2308,16,9,7,18,0.5625,-12,19,0.4737,0.5263,168.06153846153848,0.4667,0.5,-0.033299999999999996,0,0,114.29,134.12,128.15,73.72,29,0,Kolkata Knight Riders,1082636,2017-05-07,Royal Challengers Bengaluru,Kolkata Knight Riders
3,2,0.6,48.33,5,1,4,0.2,70.0,5,0.39999999999999997,14,7,7,14,0.5,14,4,10,8,0.2857,6,3,0.6667,0.3333,164.0909090909091,0.3333,1.0,-0.6667000000000001,0,0,88.38,156.72,129.96,93.98,28,0,Gujarat Lions,1082637,2017-05-07,Punjab Kings,Gujarat Lions
2,3,0.4,37.0,5,3,2,0.6,70.0,5,-0.19999999999999996,14,8,6,16,0.5714,17,11,6,22,0.6471,-6,9,0.4444,0.5556,156.14285714285714,0.6207,0.6667,-0.04599999999999993,0,1,141.14,149.11,97.59,165.71,31,1,Sunrisers Hyderabad,1082638,2017-05-08,Sunrisers Hyderabad,Mumbai Indians
3,2,0.6,48.33,5,3,2,0.6,66.67,5,0.0,14,7,7,14,0.5,16,9,7,18,0.5625,-4,20,0.3,0.7,164.0909090909091,0.3,1.0,-0.7,0,0,91.49,149.09,126.94,88.83,30,1,Punjab Kings,1082639,2017-05-09,Punjab Kings,Kolkata Knight Riders
2,3,0.4,65.0,5,2,3,0.4,65.0,5,0.0,14,4,10,8,0.2857,14,6,8,12,0.4286,-4,3,0.3333,0.6667,161.25,1.0,0.5,0.5,0,0,134.66,78.46,120.3,97.47,28,0,Delhi Capitals,1082640,2017-05-10,Gujarat Lions,Delhi Capitals
2,3,0.4,98.0,5,3,2,0.6,44.33,5,-0.19999999999999996,17,11,6,22,0.6471,14,7,7,14,0.5,8,19,0.5263,0.4737,166.02739726027397,0.6667,0.5,0.16669999999999996,1,0,103.19,150.61,91.98,141.13,31,0,Punjab Kings,1082641,2017-05-11,Mumbai Indians,Punjab Kings
3,2,0.6,50.0,5,4,1,0.8,40.75,5,-0.20000000000000007,14,6,8,12,0.4286,16,10,6,20,0.625,-8,3,0.3333,0.6667,161.63333333333333,0.4074,1.0,-0.5926,1,1,120.3,81.64,95.9,149.59,30,1,Delhi Capitals,1082642,2017-05-12,Delhi Capitals,Rising Pune Supergiant
1,4,0.2,60.0,5,3,2,0.6,48.0,5,-0.39999999999999997,14,4,10,8,0.2857,14,8,6,16,0.5714,-8,4,0.0,1.0,161.25,0.6667,0.5,0.16669999999999996,0,0,131.49,87.2,142.13,148.91,28,0,Sunrisers Hyderabad,1082643,2017-05-13,Gujarat Lions,Sunrisers Hyderabad
2,3,0.4,65.0,5,2,3,0.4,98.0,5,0.0,16,9,7,18,0.5625,17,11,6,22,0.6471,-4,19,0.2632,0.7368,160.1818181818182,0.6491,0.8,-0.15090000000000003,1,0,111.15,126.73,103.53,126.88,33,0,Mumbai Indians,1082644,2017-05-13,Kolkata Knight Riders,Mumbai Indians
4,1,0.8,40.75,5,4,1,0.8,35.0,5,0.0,16,10,6,20,0.625,14,7,7,14,0.5,6,3,0.3333,0.6667,166.4090909090909,0.4,0.0,0.4,1,0,96.4,149.59,101.48,141.13,30,1,Rising Pune Supergiant,1082645,2017-05-14,Rising Pune Supergiant,Punjab Kings
4,1,0.8,39.25,5,0,5,0.0,0.0,5,0.8,14,6,8,12,0.4286,13,3,10,6,0.2308,6,18,0.3333,0.5556,161.63333333333333,0.4182,0.6667,-0.24849999999999994,0,1,125.12,80.96,106.17,148.07,27,0,Royal Challengers Bengaluru,1082646,2017-05-14,Delhi Capitals,Royal Challengers Bengaluru
3,2,0.6,68.33,5,4,1,0.8,48.0,5,-0.20000000000000007,17,11,6,22,0.6471,16,10,6,20,0.625,2,4,0.25,0.75,166.02739726027397,0.6538,1.0,-0.34619999999999995,1,0,107.94,126.88,98.43,149.59,33,0,Rising Pune Supergiant,1082647,2017-05-16,Mumbai Indians,Rising Pune Supergiant
3,2,0.6,66.0,5,1,4,0.2,60.0,5,0.39999999999999997,14,8,6,16,0.5714,16,9,7,18,0.5625,-2,11,0.3636,0.6364,168.06153846153848,0.4,0.5556,-0.15559999999999996,0,0,140.33,141.18,115.3,118.64,30,0,Kolkata Knight Riders,1082648,2017-05-17,Sunrisers Hyderabad,Kolkata Knight Riders
2,3,0.4,77.5,5,2,3,0.4,65.0,5,0.0,17,11,6,22,0.6471,16,9,7,18,0.5625,4,20,0.75,0.25,168.06153846153848,0.7778,0.6,0.17780000000000007,1,0,106.85,119.43,118.11,119.5,33,1,Mumbai Indians,1082649,2017-05-19,Mumbai Indians,Kolkata Knight Riders
2,3,0.4,34.5,5,4,1,0.8,40.5,5,-0.4,17,11,6,22,0.6471,16,10,6,20,0.625,2,5,0.2,0.8,156.14285714285714,0.5714,1.0,-0.4286,1,1,97.84,112.22,104.34,149.59,33,1,Mumbai Indians,1082650,2017-05-21,Mumbai Indians,Rising Pune Supergiant
3,2,0.6,23.33,5,2,3,0.4,50.0,5,0.19999999999999996,14,6,8,12,0.4286,16,11,5,22,0.6875,-10,22,0.5455,0.4545,166.02739726027397,0.6415,0.4,0.24149999999999994,0,0,96.49,104.96,117.78,102.96,30,0,Chennai Super Kings,1136561,2018-04-07,Mumbai Indians,Chennai Super Kings
3,2,0.6,32.33,5,3,2,0.6,13.33,5,0.0,14,5,9,10,0.3571,14,6,8,12,0.4286,-2,20,0.45,0.55,175.6,0.5,0.5,0.0,0,0,128.02,80.86,98.74,148.84,28,0,Punjab Kings,1136562,2018-04-08,Delhi Capitals,Punjab Kings
1,4,0.2,10.0,5,2,3,0.4,65.0,5,-0.2,14,6,8,12,0.4286,16,9,7,18,0.5625,-6,20,0.45,0.55,160.1818181818182,0.375,0.6379,-0.2629,0,0,108.06,140.59,112.08,111.92,30,0,Kolkata Knight Riders,1136563,2018-04-08,Royal Challengers Bengaluru,Kolkata Knight Riders
2,3,0.4,11.5,5,2,3,0.4,75.0,5,0.0,15,7,8,14,0.4667,17,10,7,20,0.5882,-6,7,0.5714,0.4286,162.6,0.5,0.5,0.0,0,0,87.12,81.06,140.55,125.82,32,0,Sunrisers Hyderabad,1136564,2018-04-09,Rajasthan Royals,Sunrisers Hyderabad
2,3,0.4,55.0,5,3,2,0.6,36.67,5,-0.19999999999999996,16,9,7,18,0.5625,16,11,5,22,0.6875,-4,16,0.375,0.625,150.55555555555554,0.5,0.5,0.0,0,0,117.48,127.12,107.58,110.84,32,0,Chennai Super Kings,1136565,2018-04-10,Kolkata Knight Riders,Chennai Super Kings
1,4,0.2,9.0,5,2,3,0.4,13.5,5,-0.2,15,7,8,14,0.4667,14,5,9,10,0.3571,4,16,0.625,0.375,157.68085106382978,0.7273,0.25,0.47729999999999995,0,0,91.76,96.7,133.58,80.73,29,1,Rajasthan Royals,1136566,2018-04-11,Rajasthan Royals,Delhi Capitals
3,2,0.6,23.33,5,3,2,0.6,80.0,5,0.0,14,6,8,12,0.4286,17,10,7,20,0.5882,-8,10,0.5,0.5,162.6,0.5,1.0,-0.5,0,0,95.58,97.31,147.37,95.52,31,0,Sunrisers Hyderabad,1136567,2018-04-12,Mumbai Indians,Sunrisers Hyderabad
3,2,0.6,27.0,5,1,4,0.2,10.0,5,0.39999999999999997,14,6,8,12,0.4286,14,6,8,12,0.4286,0,20,0.6,0.4,173.93333333333334,0.5,1.0,-0.5,0,0,100.92,132.87,109.48,139.99,28,0,Royal Challengers Bengaluru,1136568,2018-04-13,Punjab Kings,Royal Challengers Bengaluru
2,3,0.4,30.5,5,2,3,0.4,13.5,5,0.0,14,6,8,12,0.4286,14,5,9,10,0.3571,2,20,0.55,0.45,166.02739726027397,0.6296,0.1429,0.4867,0,0,96.75,97.31,133.58,80.61,28,0,Delhi Capitals,1136569,2018-04-14,Mumbai Indians,Delhi Capitals
2,3,0.4,55.0,5,4,1,0.8,62.5,5,-0.4,16,9,7,18,0.5625,17,10,7,20,0.5882,-2,12,0.6667,0.3333,160.1818181818182,0.6441,0.0,0.6441,0,0,113.39,142.9,146.07,95.52,33,0,Sunrisers Hyderabad,1136570,2018-04-14,Kolkata Knight Riders,Sunrisers Hyderabad
2,3,0.4,9.5,5,2,3,0.4,25.0,5,0.0,15,7,8,14,0.4667,14,6,8,12,0.4286,2,16,0.4375,0.5,173.93333333333334,0.5,1.0,-0.5,0,0,91.71,96.7,103.11,147.42,29,1,Rajasthan Royals,1136571,2018-04-15,Rajasthan Royals,Royal Challengers Bengaluru
3,2,0.6,27.0,5,3,2,0.6,30.0,5,0.0,14,6,8,12,0.4286,16,11,5,22,0.6875,-10,17,0.3529,0.5882,175.6,1.0,0.5,0.5,0,0,102.98,133.25,102.12,117.87,30,1,Punjab Kings,1136572,2018-04-15,Punjab Kings,Chennai Super Kings
2,3,0.4,55.0,5,2,3,0.4,38.5,5,0.0,16,9,7,18,0.5625,14,5,9,10,0.3571,8,19,0.6316,0.3684,160.1818181818182,0.6333,0.1429,0.49039999999999995,0,0,105.91,142.54,129.45,80.36,30,1,Kolkata Knight Riders,1136573,2018-04-16,Kolkata Knight Riders,Delhi Capitals
2,3,0.4,30.5,5,2,3,0.4,25.0,5,0.0,14,6,8,12,0.4286,14,6,8,12,0.4286,0,21,0.619,0.381,166.02739726027397,0.6182,0.375,0.24319999999999997,0,0,94.69,96.74,103.34,140.18,28,1,Mumbai Indians,1136574,2018-04-17,Mumbai Indians,Royal Challengers Bengaluru
3,2,0.6,12.67,5,2,3,0.4,55.5,5,0.19999999999999996,15,7,8,14,0.4667,16,9,7,18,0.5625,-4,15,0.4667,0.4,157.68085106382978,0.7353,0.25,0.48529999999999995,0,0,94.62,104.7,94.88,180.37,31,0,Kolkata Knight Riders,1136575,2018-04-18,Rajasthan Royals,Kolkata Knight Riders
3,2,0.6,23.67,5,4,1,0.8,57.5,5,-0.20000000000000007,14,6,8,12,0.4286,17,10,7,20,0.5882,-8,10,0.2,0.8,175.6,1.0,0.5,0.5,1,1,102.98,141.36,145.07,118.1,31,1,Punjab Kings,1136576,2018-04-19,Punjab Kings,Sunrisers Hyderabad
3,2,0.6,30.0,5,2,3,0.4,14.5,5,0.19999999999999996,16,11,5,22,0.6875,15,7,8,14,0.4667,8,17,0.6471,0.3529,166.4090909090909,0.5,0.5,0.0,0,0,109.36,117.31,97.39,104.7,31,1,Chennai Super Kings,1136577,2018-04-20,Chennai Super Kings,Rajasthan Royals
1,4,0.2,70.0,5,2,3,0.4,25.0,5,-0.2,14,5,9,10,0.3571,14,6,8,12,0.4286,-2,19,0.3158,0.5789,173.93333333333334,0.0,0.6667,-0.6667,0,0,122.22,87.82,116.88,116.97,28,0,Royal Challengers Bengaluru,1136579,2018-04-21,Delhi Capitals,Royal Challengers Bengaluru
3,2,0.6,60.33,5,3,2,0.6,26.33,5,0.0,16,9,7,18,0.5625,14,6,8,12,0.4286,6,21,0.6667,0.3333,160.1818181818182,0.6393,0.2222,0.41709999999999997,0,0,90.27,172.36,103.14,141.36,30,0,Punjab Kings,1136578,2018-04-21,Kolkata Knight Riders,Punjab Kings
3,2,0.6,41.33,5,3,2,0.6,50.0,5,0.0,16,11,5,22,0.6875,17,10,7,20,0.5882,2,6,0.6667,0.3333,162.6,0.5,1.0,-0.5,0,0,107.86,124.84,139.38,118.49,33,1,Chennai Super Kings,1136580,2018-04-22,Chennai Super Kings,Sunrisers Hyderabad
2,3,0.4,23.5,5,2,3,0.4,14.5,5,0.0,14,6,8,12,0.4286,15,7,8,14,0.4667,-2,16,0.625,0.375,157.68085106382978,0.4,0.7143,-0.3143,1,1,102.32,96.74,106.4,104.68,29,0,Rajasthan Royals,1136581,2018-04-22,Mumbai Indians,Rajasthan Royals
